gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
FOXD4L6	NaN	NaN	NaN	2618802	676710	0	0	0	0	0	0	676710	1	1
FOXI3	NaN	NaN	NaN	2567556	759492	0	0	0	0	0	0	759492	1	1
FOXN4	438714	519	35	3390120	788400	0	5	8	0	0	8	788400	1	1
FOXO4	759088	NaN	27	3206160	804168	0	0	0	0	19	31	19208052	1	1
FOXP3	547555	NaN	25	2859264	662256	0	0	0	0	27	37	18711360	1	1
FOXR1	1457410	180	55	1971000	396828	0	0	0	0	2	0	963162	1	1
FOXR2	89607	NaN	10	2127366	332442	0	0	0	0	13	29	10377972	1	1
FRG2	59973	1059	-12	1873764	362664	0	0	0	0	50	77	46058328	1	1
FRG2B	50016	525	-16	1865880	367920	0	0	0	0	50	70	43216146	1	1
FRG2C	NaN	NaN	NaN	1893474	374490	0	0	0	0	50	216	74217348	1	1
FRMD6	238905	442	22	4282326	692478	0	7	6	0	0	6	692478	1	1
FRMD7	151115	NaN	25	4939326	813366	0	0	0	0	9	17	8604072	1	1
FRMPD4	191024	NaN	22	8822196	1776528	0	0	0	0	2	0	3110238	1	1
FSHB	28139	1007	-29	905346	140598	0	2	5	0	0	5	140598	1	1
FTHL17	77068	NaN	8	1233846	222066	0	0	0	0	50	128	47716596	1	1
FTL	1927185	211	43	1202310	216810	0	0	1	0	25	62	22510134	1	1
FTSJ1	726793	NaN	2	2277162	455958	0	0	0	0	50	96	42641928	1	1
FTSJD1	420704	736	3	5246802	842274	0	0	0	0	0	0	842274	1	1
FTSJD2	498007	434	43	5797368	1035432	0	0	0	0	7	3	4401900	1	1
FUNDC1	91432	NaN	20	1070910	201042	0	0	0	0	50	90	44520948	1	1
FUNDC2	NaN	NaN	NaN	1264068	275940	0	0	0	0	50	216	74118798	1	1
FUT5	1217326	294	35	2426958	540054	0	0	0	0	9	16	5539824	1	1
FXC1	425139	491	23	699048	147168	0	0	0	0	50	105	49863672	1	1
FXN	196497	491	27	1547892	273312	0	0	1	0	34	38	21695454	1	1
FXYD3	745516	357	-9	1388898	282510	0	0	1	0	50	92	33637086	1	1
FXYD4	388267	387	-2	670140	113004	0	0	0	0	50	60	34773696	1	1
FXYD7	745516	357	-9	582102	114318	0	0	1	0	4	5	1659582	1	1
G6PD	2163759	NaN	42	3705480	725328	0	0	0	0	44	70	39990276	1	1
GAB3	1737597	NaN	10	3948570	787086	0	0	0	0	5	14	6387354	1	1
GABARAPL1	397577	398	18	844902	116946	0	0	0	0	50	82	39032370	1	1
GABARAPL2	449343	354	18	831762	130086	0	0	0	0	50	68	38935134	1	1
GABRA3	237855	NaN	-32	3302082	679338	0	0	0	0	9	15	11237328	1	1
GABRE	127993	NaN	-10	3425598	660942	0	0	0	0	12	17	9657900	1	1
GABRQ	203033	NaN	-1	4266558	818622	0	0	0	0	3	3	3002490	1	1
GABRR3	189744	702	0	3221928	549252	0	0	0	0	27	28	22872798	1	1
GAGE1	493560	NaN	3	1044630	177390	0	0	0	0	50	106	40119048	1	1
GAGE10	547555	NaN	25	823878	145854	0	0	0	0	50	69	37529154	1	1
GAGE12B	NaN	NaN	NaN	2554416	409968	0	0	0	0	50	216	74252826	1	1
GAGE12C	NaN	NaN	NaN	4943268	819936	0	0	0	0	0	0	819936	1	1
GAGE12D	NaN	NaN	NaN	5090436	825192	0	0	0	0	0	0	825192	1	1
GAGE12E	NaN	NaN	NaN	5090436	825192	0	0	0	0	0	0	825192	1	1
GAGE12F	NaN	NaN	NaN	2383596	412596	0	0	0	0	50	216	74255454	1	1
GAGE12G	NaN	NaN	NaN	4246848	688536	0	0	0	0	0	0	688536	1	1
GAGE12H	NaN	NaN	NaN	3398004	546624	0	0	0	0	0	0	546624	1	1
GAGE12I	NaN	NaN	NaN	846216	139284	0	0	0	0	50	216	73982142	1	1
GAGE12J	547555	NaN	25	838332	139284	0	0	0	0	50	69	37529154	1	1
GAGE13	NaN	NaN	NaN	842274	140598	0	0	0	0	50	216	73983456	1	1
GAGE2A	NaN	NaN	NaN	3332304	572904	0	0	0	0	0	0	572904	1	1
GAGE2B	NaN	NaN	NaN	823878	143226	0	0	0	0	50	216	73986084	1	1
GAGE2C	NaN	NaN	NaN	3329676	572904	0	0	0	0	0	0	572904	1	1
GAGE2D	NaN	NaN	NaN	2500542	429678	0	0	0	0	50	216	74272536	1	1
GAGE2E	NaN	NaN	NaN	2733120	486180	0	0	0	0	0	0	486180	1	1
GAGE4	NaN	NaN	NaN	846216	139284	0	0	0	0	50	216	73982142	1	1
GAGE5	NaN	NaN	NaN	846216	139284	0	0	0	0	50	216	73982142	1	1
GAGE6	NaN	NaN	NaN	1692432	278568	0	0	0	0	50	216	74121426	1	1
GAGE7	NaN	NaN	NaN	846216	139284	0	0	0	0	50	216	73982142	1	1
GAGE8	541043	NaN	12	2738376	486180	0	0	0	0	18	37	14748336	1	1
GALE	903441	254	32	2367828	488808	0	0	0	0	4	2	2233800	1	1
GALNTL1	909703	431	38	3796146	768690	0	0	0	0	5	12	5622606	1	1
GALNTL2	221698	444	17	4309920	830448	0	0	0	0	33	32	26438994	1	1
GALNTL4	715278	720	16	4119390	779202	0	0	0	0	4	0	3955140	1	1
GAPDHS	1081638	390	41	2697642	632034	0	0	0	0	13	19	9657900	1	1
GATA1	823539	NaN	29	2593836	722700	0	0	0	0	14	13	13304250	1	1
GATC	1563159	216	45	917172	204984	0	0	0	0	50	111	43339662	1	1
GATS	1382416	198	55	1080108	254916	0	0	0	0	14	20	8827452	1	1
GATSL1	NaN	NaN	NaN	2224602	461214	0	0	0	0	0	0	461214	1	1
GATSL2	NaN	NaN	NaN	2225916	459900	0	0	0	0	50	216	74302758	1	1
GBA3	103435	746	22	3207474	545310	0	0	0	0	50	102	89968266	1	1
GCET2	268780	440	28	1268010	211554	0	0	0	0	50	56	36870840	1	1
GCFC1	389063	482	69	6587082	1133982	0	0	0	0	6	6	4488624	1	1
GCNT7	264053	455	-17	2899998	534798	0	0	0	0	13	17	6906384	1	1
GCOM1	171839	487	11	4087854	653058	0	0	0	0	7	17	7981236	1	1
GDI1	2277674	NaN	40	3090528	546624	0	0	0	0	50	83	40544784	1	1
GDPD2	270766	NaN	38	3964338	863298	0	0	0	0	0	0	863298	1	1
GEFT	1329939	344	52	4366422	944766	0	0	0	0	0	0	944766	1	1
GEMIN8	121538	NaN	35	1679292	268056	0	0	0	0	50	89	38329380	1	1
GET4	737267	310	41	2229858	445446	0	0	4	0	3	6	1371816	1	1
GGT1	451217	194	36	3746214	881694	0	0	0	0	3	6	3363840	1	1
GGTLC1	159782	930	-48	1492704	341640	0	0	0	0	50	75	31490010	1	1
GGTLC2	179695	641	22	1446714	327186	0	0	0	0	41	51	31457160	1	1
GH1	1446139	380	27	1516356	249660	0	0	1	0	50	74	35773650	1	1
GHSR	327135	420	17	2490030	611010	0	1	7	0	0	7	611010	1	1
GIMAP5	734961	689	14	2066922	382374	0	17	9	0	0	9	382374	1	1
GINS1	611174	335	-5	1388898	227322	0	0	0	0	50	90	35887968	1	1
GIYD1	NaN	NaN	NaN	3587220	890892	0	0	0	0	0	0	890892	1	1
GIYD2	1906000	253	52	3587220	890892	0	0	0	0	8	15	7809102	1	1
GJB1	728738	NaN	25	1822518	427050	0	0	0	0	23	65	25750458	1	1
GJC3	1584669	391	36	1809378	408654	0	0	0	0	12	27	8251920	1	1
GK	82798	NaN	34	3902580	722700	0	0	0	0	4	7	4984002	1	1
GLA	374364	NaN	37	2940732	517716	0	0	0	0	37	58	29328480	1	1
GLIPR2	858124	257	46	1094562	174762	0	0	0	0	10	16	13938912	1	1
GLOD5	823539	NaN	29	1097190	208926	0	0	0	0	50	101	46329012	1	1
GLRA2	78081	NaN	18	3271860	572904	0	0	0	0	3	1	3266604	1	1
GLRA4	485629	NaN	43	3263976	622836	0	0	0	0	14	10	7033842	1	1
GLT25D1	961640	206	42	4116762	915858	0	0	0	0	5	8	5338782	1	1
GLT25D2	348183	732	11	4228452	830448	0	0	0	0	4	3	3733074	1	1
GLTP	876814	323	39	1428318	269370	0	0	0	0	50	79	42125526	1	1
GLUD2	339278	NaN	-6	3651606	760806	0	0	0	0	4	3	2972268	1	1
GMFB	466180	371	28	1049886	145854	0	0	1	0	41	67	25262964	1	1
GMFG	1748498	252	32	1035432	155052	0	0	0	0	50	121	45204228	1	1
GMNN	422850	362	40	1469052	249660	0	0	3	0	4	12	2349432	1	1
GNB3	2822601	232	32	2319210	463842	0	0	4	0	2	7	1877706	1	1
GNB4	405715	600	20	2353374	429678	0	0	1	0	50	88	33867036	1	1
GNG10	527624	264	17	473040	97236	0	0	0	0	50	80	36734184	1	1
GNG2	204232	471	27	500634	88038	0	0	0	0	50	45	33718554	1	1
GNG3	2425755	248	51	519030	98550	0	0	0	0	50	87	38651310	1	1
GNG5	238252	685	-2	465156	99864	0	0	0	0	50	61	34111440	1	1
GNL3L	302365	NaN	31	4036608	717444	0	0	0	0	15	29	13827222	1	1
GNRH1	178665	515	21	639918	122202	0	0	0	0	50	35	37793268	1	1
GNRH2	835590	288	54	785772	204984	0	0	0	0	50	86	33370344	1	1
GOLGA2B	184712	650	16	982872	202356	0	0	0	0	50	53	36229608	1	1
GOLGA6A	412657	344	49	4856544	798912	0	0	0	0	6	3	4521474	1	1
GOLGA6B	1113552	419	37	4658130	771318	0	0	0	0	13	15	8768322	1	1
GOLGA6C	NaN	NaN	NaN	4847346	808110	0	0	0	0	0	0	808110	1	1
GOLGA6D	NaN	NaN	NaN	4852602	802854	0	0	0	0	0	0	802854	1	1
GOLGA6L1	NaN	NaN	NaN	4818438	545310	0	0	0	0	0	0	545310	1	1
GOLGA6L10	NaN	NaN	NaN	6577884	1143180	0	0	0	0	0	0	1143180	1	1
GOLGA6L6	NaN	NaN	NaN	5436018	568962	0	0	0	0	0	0	568962	1	1
GOLGA6L9	NaN	NaN	NaN	5934024	1072224	0	0	0	0	0	0	1072224	1	1
GOLGA7B	543507	369	12	1325826	193158	0	0	1	0	10	30	10158534	1	1
GOLGA8A	542657	234	22	4182462	737154	0	0	0	0	20	13	13651146	1	1
GOLGA8B	NaN	NaN	NaN	4182462	737154	0	0	0	0	0	0	737154	1	1
GOLT1A	557652	370	34	888264	202356	0	0	4	0	0	4	202356	1	1
GOLT1B	518837	836	-23	957906	180018	0	0	0	0	50	88	29659608	1	1
GP1BB	NaN	NaN	NaN	1219392	428364	0	0	1	0	50	217	74271222	1	1
GPATCH4	2049505	180	37	2683188	407340	0	0	0	0	22	25	17393418	1	1
GPC3	96913	NaN	25	4143042	702990	0	0	0	0	1	0	1605708	1	1
GPC4	66980	NaN	40	3826368	649116	0	0	0	0	19	30	16329078	1	1
GPD1	1021750	192	57	2358630	479610	0	0	3	0	19	25	11101986	1	1
GPER	774288	346	36	2391480	572904	0	0	0	0	1	0	709560	1	1
GPHB5	147817	637	-12	580788	155052	0	0	0	0	50	87	41929740	1	1
GPKOW	833689	NaN	41	3158856	712188	0	0	0	0	45	63	38791908	1	1
GPM6B	135235	NaN	35	2469006	432306	0	0	0	0	2	1	1130040	1	1
GPN1	1192074	306	43	3212730	611010	0	0	0	0	5	12	5563476	1	1
GPR101	252008	NaN	13	3354642	655686	0	0	0	0	19	52	23562648	1	1
GPR109A	966471	227	38	2395422	479610	0	0	0	0	50	90	36977274	1	1
GPR109B	1004283	227	40	2546532	512460	0	0	0	0	41	80	33629202	1	1
GPR112	380446	NaN	28	19738908	4793472	0	0	0	0	0	0	4793472	1	1
GPR119	301748	NaN	37	2135250	524286	0	0	0	0	2	1	1224648	1	1
GPR120	450249	305	20	2395422	616266	0	0	0	0	0	0	616266	1	1
GPR143	125267	NaN	2	2662164	614952	0	0	0	0	28	43	18342126	1	1
GPR146	765060	346	34	2090574	547938	0	0	1	0	50	82	38738034	1	1
GPR15	390532	796	2	2357316	483552	0	0	2	0	2	3	1237788	1	1
GPR153	643428	205	30	3789576	1061712	0	0	5	0	21	40	13594644	1	1
GPR172A	2525749	200	28	2723922	823878	0	0	0	0	0	0	823878	1	1
GPR172B	1399774	343	26	2755458	815994	0	0	0	0	5	5	4392702	1	1
GPR173	878367	NaN	63	2390166	568962	0	0	0	0	50	97	39359556	1	1
GPR174	14321	NaN	62	2216718	421794	0	0	0	0	50	104	44184564	1	1
GPR180	149137	803	14	3032712	533484	0	2	6	0	0	6	533484	1	1
GPR34	531498	NaN	45	2532078	500634	0	0	0	0	7	11	6986538	1	1
GPR44	794900	522	47	2438784	693792	0	0	0	0	0	0	693792	1	1
GPR50	215822	NaN	-7	3974850	913230	0	0	0	0	0	0	913230	1	1
GPR64	197855	NaN	25	6902442	1404666	0	0	0	0	6	2	3680514	1	1
GPR77	1132395	232	41	2081376	593928	0	0	0	0	20	31	13987530	1	1
GPR81	1042095	227	42	2264022	471726	0	0	0	0	40	72	31930200	1	1
GPR82	531498	NaN	45	2246940	420480	0	0	0	0	7	11	6986538	1	1
GPR89A	NaN	NaN	NaN	3164112	578160	0	0	0	0	0	0	578160	1	1
GPR89B	NaN	NaN	NaN	3174624	578160	0	0	0	0	0	0	578160	1	1
GPR89C	NaN	NaN	NaN	4372992	856728	0	0	0	0	0	0	856728	1	1
GPRASP1	123687	NaN	23	9301806	1704258	0	0	0	0	2	1	3363840	1	1
GPRASP2	123687	NaN	23	5533254	1081422	0	0	0	0	15	7	12053322	1	1
GPS1	3850694	197	34	3700224	717444	0	0	0	0	8	19	8046936	1	1
GPX1	1661046	201	34	1374444	362664	0	0	0	0	50	95	39561912	1	1
GPX4	2398425	234	17	1988082	395514	0	0	0	0	15	34	14836374	1	1
GPX5	247624	576	27	1563660	233892	0	0	0	0	50	81	41944194	1	1
GPX8	222731	430	2	1415178	266742	0	0	0	0	12	36	12698496	1	1
GRAMD1B	684637	439	15	5141682	884322	0	9	13	0	0	13	884322	1	1
GRAP	652784	198	21	1483506	282510	0	0	0	0	50	100	43352802	1	1
GRAPL	NaN	NaN	NaN	819936	149796	0	0	0	0	50	216	73992654	1	1
GREB1	219132	360	21	13266144	2706840	0	23	19	0	0	19	2706840	1	1
GRIA3	226353	NaN	-6	6358446	1168146	0	0	0	0	2	5	3622698	1	1
GRIN2B	153586	825	-10	9929898	1903986	0	21	18	0	1	26	2388852	1	1
GRINA	2580629	247	28	2447982	547938	0	0	1	0	9	53	16992648	1	1
GRINL1A	168063	487	12	2501856	438876	0	0	0	0	4	0	2836926	1	1
GRIP2	501828	342	52	7468776	1784412	0	0	0	0	0	0	1784412	1	1
GRIPAP1	834590	NaN	41	6028632	1014408	0	0	0	0	9	3	7240140	1	1
GRK6	1038665	261	59	4091796	741096	0	7	8	0	0	8	741096	1	1
GRLF1	1201856	207	29	10046844	1831716	0	0	0	0	1	1	2221974	1	1
GRP	280782	512	53	1013094	187902	0	0	0	0	27	38	21419514	1	1
GRPEL1	459652	426	70	1497960	257544	0	0	1	0	17	22	9820836	1	1
GRPR	217879	NaN	19	2517624	538740	0	0	0	0	19	48	19398582	1	1
GRRP1	NaN	NaN	NaN	1656954	498006	0	0	0	0	0	0	498006	1	1
GSPT2	126151	NaN	16	4132530	826506	0	0	0	0	5	11	5325642	1	1
GSTA2	539666	498	11	1567602	253602	0	0	1	0	17	22	10856268	1	1
GSTA4	477320	400	17	1564974	256230	0	0	0	0	50	89	36060102	1	1
GSTA5	572117	455	9	1572858	248346	0	0	0	0	50	101	38257110	1	1
GSTT2	699286	202	63	3274488	688536	0	0	0	0	3	0	1851426	1	1
GSTT2B	699286	202	63	1639872	344268	0	0	0	0	9	11	6313770	1	1
GTF2H2	370823	581	25	2815902	463842	0	0	0	0	50	101	47049084	1	1
GTF2H2C	NaN	NaN	NaN	2818530	461214	0	0	0	0	0	0	461214	1	1
GTF2H2D	514523	312	23	2818530	461214	0	0	0	0	39	62	32252130	1	1
GTF2H5	617881	209	40	507204	81468	0	0	0	0	50	118	43201692	1	1
GTF2IRD2	875900	173	54	6492474	1155006	0	0	0	0	3	0	3654234	1	1
GTF2IRD2B	774871	220	56	6488532	1158948	0	0	0	0	0	0	1158948	1	1
GTPBP5	861466	288	-13	2637198	634662	0	0	0	0	2	2	1716084	1	1
GTSF1L	395176	374	38	1017036	162936	0	0	0	0	50	63	41341068	1	1
GUCY2F	131317	NaN	29	7476660	1463796	0	0	0	0	2	1	2239056	1	1
GUK1	702358	341	15	1474308	331128	0	0	1	0	50	61	31880268	1	1
GYG1	356219	442	8	2599092	394200	0	0	7	0	1	10	984186	1	1
GYG2	197004	NaN	17	3394062	668826	0	0	0	0	27	53	25877916	1	1
GYPA	131210	1033	-8	1036746	216810	0	0	0	0	50	82	36859014	1	1
GZMA	222027	430	1	1762074	363978	0	0	0	0	8	30	10739322	1	1
GZMH	897577	582	3	1653012	341640	0	0	1	0	50	113	41681394	1	1
GZMM	1647685	255	-8	1643814	437562	0	0	1	0	17	29	12044124	1	1
H2AFB1	NaN	NaN	NaN	2144448	614952	0	0	0	0	0	0	614952	1	1
H2AFB2	NaN	NaN	NaN	1429632	409968	0	0	0	0	50	216	74252826	1	1
H2AFB3	494257	NaN	-7	2144448	614952	0	0	0	0	8	9	4475484	1	1
H2AFV	1200579	164	55	915858	201042	0	0	1	0	5	17	5677794	1	1
H2BFM	NaN	NaN	NaN	1018350	229950	0	0	0	0	50	216	74072808	1	1
H2BFWT	439642	NaN	30	1126098	287766	0	0	0	0	50	97	37244016	1	1
H3F3A	866965	237	23	896148	215496	0	0	0	0	50	67	29879046	1	1
H3F3B	1885370	198	27	898776	212868	0	0	0	0	50	98	41923170	1	1
HAGHL	1207790	194	33	2292930	513774	0	0	0	0	24	64	20595636	1	1
HAMP	767246	472	7	584730	116946	0	0	0	0	50	85	30374424	1	1
HARBI1	914919	176	39	2298186	471726	0	0	0	0	50	110	41515830	1	1
HAUS7	971101	NaN	7	2553102	450702	0	0	0	0	10	9	2827728	1	1
HBA1	1267639	220	36	931626	222066	0	0	0	0	50	69	32417694	1	1
HBA2	1267639	220	36	931626	222066	0	0	0	0	50	69	32417694	1	1
HBB	109545	1056	-1	977616	215496	0	0	3	0	5	7	1462482	1	1
HBG1	109545	1056	-1	997326	201042	0	0	0	0	50	47	32730426	1	1
HBG2	109545	1056	-1	997326	201042	0	0	0	0	50	47	32730426	1	1
HBXIP	403650	479	31	1144494	264114	0	0	0	0	50	53	35246736	1	1
HCCS	80480	NaN	30	1863252	320616	0	0	0	0	16	22	19441944	1	1
HCFC1	2355024	NaN	25	12749742	3564882	0	0	0	0	4	0	5973444	1	1
HCFC1R1	1443513	234	49	918486	224694	0	0	0	0	50	91	37244016	1	1
HCP5	NaN	NaN	NaN	300906	53874	0	0	0	0	50	216	73896732	1	1
HDAC6	823539	NaN	29	8027226	1854054	0	0	0	0	4	1	3659490	1	1
HDAC8	366313	NaN	39	2783052	512460	0	0	0	0	21	28	16130664	1	1
HDGFL1	11748	925	-14	1663524	323244	0	6	7	0	0	7	323244	1	1
HDHD1A	55330	NaN	19	1949976	396828	0	0	0	0	7	15	6458310	1	1
HDX	20850	NaN	-20	4715946	821250	0	0	0	0	0	0	821250	1	1
HEATR7A	2550138	210	26	11157174	2571498	0	0	0	0	0	0	2571498	1	1
HEATR7B2	211261	644	-5	11016576	1923696	0	0	0	0	0	0	1923696	1	1
HEPH	282730	NaN	4	8232210	1541322	0	0	0	0	1	0	1925010	1	1
HGC6.3	NaN	NaN	NaN	1035432	320616	0	0	0	0	50	216	74163474	1	1
HGFAC	547964	412	46	4316490	1002582	0	9	19	0	0	19	1002582	1	1
HHLA3	296134	396	5	1086678	151110	0	0	0	0	50	105	36506862	1	1
HIF1AN	1127095	264	39	2436156	402084	0	0	2	0	48	85	32438718	1	1
HIGD1A	369545	396	31	745038	148482	0	0	0	0	50	82	34690914	1	1
HIGD1C	569122	220	40	664884	126144	0	0	0	0	50	113	37371474	1	1
HIGD2A	576954	347	45	680652	178704	0	0	0	0	50	103	39121722	1	1
HINT1	310375	228	15	844902	177390	0	0	0	0	50	61	32709402	1	1
HIST1H1A	408919	685	43	1370502	342954	0	0	2	0	9	22	2516310	1	1
HIST1H2AJ	267617	634	32	802854	219438	0	0	0	0	28	30	13384404	1	1
HIST1H2BF	394491	544	55	821250	185274	0	3	7	0	0	7	185274	1	1
HIST1H2BK	227588	622	29	834390	182646	0	0	0	0	6	12	2750202	1	1
HIST1H2BL	267617	634	32	829134	182646	0	0	2	0	12	13	4223196	1	1
HIST1H4A	408919	685	43	650430	174762	0	0	0	0	50	70	31606956	1	1
HIST1H4G	390169	544	57	629406	156366	0	0	0	0	12	21	3416400	1	1
HIST1H4J	267617	634	32	643860	181332	0	0	0	0	28	30	13384404	1	1
HIST1H4K	267617	634	32	643860	181332	0	0	0	0	28	30	13384404	1	1
HIST2H2AA3	NaN	NaN	NaN	1658268	428364	0	0	0	0	50	216	74271222	1	1
HIST2H2AA4	NaN	NaN	NaN	1658268	428364	0	0	0	0	50	216	74271222	1	1
HIST2H2AC	798975	560	17	821250	208926	0	2	5	0	0	5	208926	1	1
HIST2H2BF	462959	519	19	1764702	392886	0	0	0	0	50	98	42341022	1	1
HIST2H3A	NaN	NaN	NaN	1731852	449388	0	0	0	0	50	216	74292246	1	1
HIST2H3C	NaN	NaN	NaN	1731852	449388	0	0	0	0	50	216	74292246	1	1
HIST2H3D	681585	560	28	855414	219438	0	0	0	0	50	125	45444690	1	1
HIST2H4A	NaN	NaN	NaN	1308744	352152	0	0	0	0	50	216	74195010	1	1
HIST2H4B	NaN	NaN	NaN	1308744	352152	0	0	0	0	50	216	74195010	1	1
HIST3H2BB	626588	351	7	825192	186588	0	0	1	0	12	20	9046890	1	1
HLA-DQB1	1292851	535	17	1744992	367920	0	0	0	0	50	102	38592180	1	1
HMGA1	1074764	233	36	745038	148482	0	0	0	0	50	75	32102334	1	1
HMGA2	274514	562	-6	915858	187902	0	0	0	0	50	83	34815744	1	1
HMGB1	243134	295	82	1547892	197100	0	0	0	0	50	106	37399068	1	1
HMGB3	226983	NaN	-8	1433574	193158	0	0	0	0	50	132	49376178	1	1
HMGN2	1003175	167	31	657000	113004	0	0	0	0	50	97	37129698	1	1
HMGN3	233858	624	0	718758	122202	0	0	1	0	4	9	2826414	1	1
HMGN4	426020	498	34	600498	127458	0	0	0	0	50	85	33446556	1	1
HMGN5	141842	NaN	-22	2049840	233892	0	0	0	0	50	93	40195260	1	1
HMHB1	142005	404	33	296964	44676	0	0	0	0	18	36	12818070	1	1
HMOX2	751633	160	39	2173356	378432	0	0	1	0	9	13	4913046	1	1
HMP19	101001	533	23	1165518	232578	0	0	0	0	50	14	35701380	1	1
HNRNPA1L2	324687	462	32	2132622	408654	0	0	0	0	47	59	34091730	1	1
HNRNPA3	374611	145	30	2591208	501948	0	0	0	0	41	36	30865860	1	1
HNRNPAB	672705	448	46	2310012	399456	0	0	0	0	50	115	47725794	1	1
HNRNPCL1	NaN	NaN	NaN	1978884	349524	0	0	3	0	2	13	2002536	1	1
HNRNPH2	374364	NaN	37	2994606	563706	0	0	0	0	12	10	9132300	1	1
HNRPDL	684394	387	46	2838240	554508	0	0	0	0	31	49	26802972	1	1
HNRPLL	859042	294	24	3722562	718758	0	0	0	0	3	8	3926232	1	1
HOXB6	946208	524	29	1479564	315360	0	0	1	0	30	51	19434060	1	1
HPCA	1019374	232	15	1346850	214182	0	0	0	0	50	108	39999474	1	1
HPGDS	129148	311	14	1411236	218124	0	0	0	0	50	24	32794812	1	1
HPRT1	270801	NaN	45	1549206	261486	0	0	0	0	50	104	41898204	1	1
HRASLS2	854193	303	56	1065654	256230	0	0	0	0	50	74	31114206	1	1
HRNBP3	NaN	NaN	NaN	2099772	483552	0	0	0	0	0	0	483552	1	1
HRSP12	635159	368	44	944766	201042	0	0	0	0	50	109	43040070	1	1
HS6ST2	126179	NaN	16	3400632	604440	0	0	0	0	50	91	44230554	1	1
HSBP1L1	NaN	NaN	NaN	536112	86724	0	0	1	0	2	11	1739736	1	1
HSD11B1L	879991	295	21	2380968	622836	0	0	0	0	3	3	2103714	1	1
HSD17B10	920771	NaN	70	1692432	430992	0	0	0	0	50	69	39313566	1	1
HSFX1	NaN	NaN	NaN	5503032	1224648	0	0	0	0	0	0	1224648	1	1
HSFX2	NaN	NaN	NaN	5503032	1224648	0	0	0	0	0	0	1224648	1	1
HSFY1	NaN	NaN	NaN	5831532	1080108	0	0	0	0	0	0	1080108	1	1
HSFY2	NaN	NaN	NaN	5831532	1080108	0	0	0	0	0	0	1080108	1	1
HSPA1A	2509866	183	32	4168008	893520	0	0	1	0	15	34	16229214	1	1
HSPA1B	2509866	183	32	4168008	893520	0	0	0	0	3	1	3499182	1	1
HSPA6	741254	448	41	4149612	927684	0	0	2	0	9	23	6786810	1	1
HSPB6	1151198	321	30	1005210	290394	0	0	0	0	4	4	8150742	1	1
HSPB9	2171374	206	37	1014408	252288	0	0	0	0	23	51	19989882	1	1
HSPC159	336405	452	17	1176030	229950	0	0	0	0	29	41	23538996	1	1
HTATSF1	374989	NaN	23	5317758	737154	0	0	0	0	9	8	8568594	1	1
HTN1	59679	975	3	462528	47304	0	0	0	0	21	33	13266144	1	1
HTN3	34716	965	-1	415224	47304	0	0	0	0	46	91	34123266	1	1
HTR2B	NaN	NaN	NaN	3133890	687222	0	0	1	0	50	217	74530080	1	1
HTR2C	23811	NaN	-5	3030084	630720	0	0	0	0	21	32	13518432	1	1
HTRA3	170889	242	52	2960442	702990	0	6	8	0	0	8	702990	1	1
HUWE1	888642	NaN	47	29316654	6027318	0	0	0	0	3	0	8678970	1	1
IAPP	NaN	NaN	NaN	605754	124830	0	0	0	0	50	216	73967688	1	1
ICAM4	1729517	200	31	2116854	303534	0	0	0	0	50	106	45735084	1	1
ID1	741997	309	-33	1036746	266742	0	0	2	0	0	2	266742	1	1
IDH3B	792941	450	48	2973582	611010	0	0	0	0	19	28	16695684	1	1
IDH3G	2103463	NaN	30	2776482	616266	0	0	0	0	22	20	18309276	1	1
IDS	179393	NaN	3	3759354	747666	0	0	0	0	12	15	11912724	1	1
IER3IP1	148377	504	8	554508	126144	0	0	0	0	50	81	41245146	1	1
IFI27	200295	605	47	760806	227322	0	0	0	0	50	51	34940574	1	1
IFI35	1507064	201	26	1917126	424422	0	0	1	0	50	87	32951178	1	1
IFI6	732210	217	24	938196	199728	0	0	0	0	50	113	49386690	1	1
IFITM5	1463610	437	24	840960	223380	0	0	0	0	50	105	34675146	1	1
IFNA1	242654	411	-6	1281150	222066	0	0	0	0	50	82	35799930	1	1
IFNA10	193208	498	-3	1270638	232578	0	0	0	0	50	67	34296714	1	1
IFNA13	232155	466	-14	1294290	222066	0	0	0	0	50	85	33910398	1	1
IFNA17	193208	498	-3	1273266	229950	0	0	0	0	50	67	34296714	1	1
IFNA21	137739	498	1	1277208	226008	0	0	0	0	50	54	32183802	1	1
IFNA4	137739	498	1	1277208	226008	0	0	0	0	50	54	32183802	1	1
IFNB1	144026	601	5	1294290	193158	0	0	0	0	50	76	34171884	1	1
IFNK	NaN	NaN	NaN	1470366	182646	0	0	0	0	50	216	74025504	1	1
IFRD2	843769	206	51	3302082	815994	0	0	0	0	18	12	11042856	1	1
IGBP1	166319	NaN	1	2341548	391572	0	0	0	0	11	29	9759078	1	1
IGF2	837088	579	38	1540008	370548	0	0	0	0	50	49	36627750	1	1
IGFBP4	1202660	149	21	1702944	370548	0	0	0	0	50	86	34935318	1	1
IGFBP6	1726226	177	38	1541322	395514	0	0	2	0	50	113	42953346	1	1
IGFBP7	544216	314	32	1821204	457272	0	0	2	0	50	118	40783932	1	1
IGFL2	1177162	249	28	955278	169506	0	0	0	0	50	85	34658064	1	1
